File,Algo,INP_SNR,OUT_SNR,SNR_Improv,SegSNR_In,SegSNR_Out,SegSNR_Improv,STOI_In,STOI_Out,STOI_Improv,MOS_S_In,MOS_S_Out,MOS_S_Improv,MOS_A_In,MOS_A_Out,MOS_A_Improv
input_4.64dB,RSADAPV,4.639455,10.982342,6.342888,-0.071765,5.365872,5.437638,0.867452,0.863078,-0.004375,4.357758,4.322003,-0.035755,4.275965,4.255397,-0.020568
input_-10.53dB,WebRTC,-7.946664,-5.242229,2.704435,-7.219129,-5.972299,1.246829,0.521518,0.479974,-0.041545,1.867353,1.854538,-0.012816,3.113805,3.181906,0.068100
input_-10.53dB,sqa,-7.946664,-3.294458,4.652206,-7.219129,-4.105093,3.114036,0.521518,0.495219,-0.026299,1.867353,1.800985,-0.066368,3.113805,3.106773,-0.007032
input_-10.53dB,RNN,-7.946664,2.127378,10.074042,-7.219129,-1.567626,5.651503,0.521518,0.547302,0.025784,1.867353,2.310401,0.443048,3.113805,3.521637,0.407832
input_-10.53dB,RW,-7.946664,1.284830,9.231494,-7.219129,-2.727885,4.491244,0.521518,0.549632,0.028113,1.867353,2.283446,0.416093,3.113805,3.413258,0.299453
input_-10.53dB,RS,-7.946664,1.070732,9.017396,-7.219129,-2.335051,4.884077,0.521518,0.550459,0.028941,1.867353,2.281887,0.414534,3.113805,3.412674,0.298869
input_-10.53dB,RWPV,-7.946664,1.351440,9.298104,-7.219129,-2.687806,4.531323,0.521518,0.552876,0.031358,1.867353,2.281743,0.414390,3.113805,3.411864,0.298059
input_-10.53dB,RSPV,-7.946664,1.131096,9.077759,-7.219129,-2.302658,4.916470,0.521518,0.553598,0.032079,1.867353,2.274257,0.406904,3.113805,3.415869,0.302063
input_-10.53dB,RWADAPV,-7.946664,1.239834,9.186498,-7.219129,-2.775806,4.443322,0.521518,0.550090,0.028572,1.867353,2.245707,0.378354,3.113805,3.410125,0.296319
input_-10.53dB,RSADAPV,-7.946664,-0.677321,7.269342,-7.219129,-2.566067,4.653062,0.521518,0.544013,0.022495,1.867353,2.203646,0.336293,3.113805,3.325539,0.211734
